,EpochLoss
0,1.1290702570052373
1,0.6912932787622724
2,0.6250027247837612
3,0.5721214620839982
4,0.53389263294992
5,0.4912528296311696
6,0.4676216650576819
7,0.44212854901949566
8,0.4235171678520384
9,0.412735264641898
10,0.39610564368111745
11,0.4023992427757808
12,0.3909212183384668
13,0.3868117275692168
14,0.3923740772973923
15,0.38173229694366456
16,0.3828902136711847
17,0.38254010932786126
18,0.377222641592934
19,0.38017665970893133
20,0.3752949981462388
21,0.38132029147375196
22,0.3814946188813164
23,0.38248888083866667
24,0.37769826451937355
25,0.37594745897111437
26,0.3700761479990823
27,0.3789803839865185
28,0.37533428214845205
29,0.377960033927645
30,0.36979205509026847
31,0.3757311173847743
32,0.3737223432177589
33,0.3701610638981774
34,0.36880890556744167
35,0.37603722725595745
36,0.372115710519609
37,0.3730531851450602
38,0.3744452348777226
39,0.37360137956483025
40,0.37403228822208584
41,0.3661971943719046
42,0.37602648025467283
43,0.37190077106157937
44,0.36841841169766015
45,0.37472993703115554
46,0.38059234846205936
47,0.37656394300006685
48,0.37366293583597454
49,0.3725212627933139
50,0.37176335624286105
51,0.37120753129323325
52,0.372471364906856
53,0.3720851378781455
54,0.3732965909299396
55,0.3777173272200993
56,0.371778309629077
57,0.374180953843253
58,0.37914345150902157
59,0.37318214121319
60,0.36957732268742155
61,0.3716140999680474
62,0.37362564688637145
63,0.37159473271597
64,0.37303015490372976
65,0.38056055137089323
66,0.3713477847122011
67,0.37211810322034927
68,0.3711973298163641
69,0.3663046578566233
70,0.3732747708048139
71,0.3799383518241701
72,0.37488460484005154
73,0.3702388774781
74,0.3773349410011655
75,0.37034283393905276
76,0.37068333455494473
77,0.3775928573948996
78,0.38007773217700774
79,0.3733050851594834
80,0.37107389853114175
81,0.3712379997684842
82,0.37993450207369667
83,0.3725695922261193
84,0.37020100809278944
85,0.3709549634229569
86,0.3728035046940758
87,0.36838581902640205
88,0.3717366860026405
89,0.3694551127297538
90,0.3732931735969725
91,0.3774194339911143
92,0.37046780983606975
93,0.37083557390031363
94,0.3740850757984888
95,0.37044837787037804
96,0.3758909943557921
97,0.36998588272503447
98,0.37388023876008536
99,0.37124802016076586
